год;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;;;;;;;;;;;;
Российская Федерация;162168,0;231376,7;610450,2;2408986,4;836933,4;392279,9;776808,6;568668,7;1063683,95;843577,4;2290102,0;2940835,2;4258590,0;;;;;;;;;;;;
